main_id,name,U,B,V,R,I,G,J,ra,dec,sp_type,sp_qual,otype
"V* FG Dra",,,9.19,8.03,,,5.72401,1.949,164.36492218895,74.33634450407,"M6",D,"LP*"
"V* V341 Hya",,,8.23,6.68,,,5.58278,2.691,190.30718003099,-27.90819204747,"M3III",C,"LP*"
"* gam Cam",,,4.655,4.604,,,4.5388,4.153,57.589620484583335,71.33226346999999,"A2IVn",C,"*"
"V* V538 Lyr",,,8.85,7.66,,,5.62878,2.191,282.28285436069,47.51578568714,,,"LP*"
"* sig03 Cnc",,,6.128,5.22,,,4.99873,3.764,134.88606074984,32.418559306780004,"G9III",C,"PM*"
"HD 174208",,,7.6,6.0,,,5.3759,3.131,282.42065129340995,-5.91286301445,"K2III",C,"SB*"
"* gam01 Nor",,6.37,5.88,5.09,4.35,3.85,4.6697,3.43,244.25389211458335,-50.06812035666667,"F9Ia",B,"*"
"HD 168387",,,6.492,5.412,,,5.09264,3.634,274.78973777785,7.25976724007,"K2III",D,"*"
"*  68 Oph",,,4.453,4.429,,,4.2779,4.637,270.4383284904166,1.3050770905555555,"A0.5Van",C,"**"
"HD 110287",,,7.316,5.816,,,5.28013,3.355,190.34576982193997,-46.145583339519995,"K3/5III",D,"PM*"
"* chi Aur",,4.68,5.15,4.79,4.42,4.15,4.5632,4.246,83.18197132416667,32.19202091944444,"B4Ib",C,"SB*"
"HD 140227",,,7.011,5.627,,,5.19417,3.437,234.41303506851,69.28334446138,"M0III",D,"PM*"
"V* DO Cam",,,8.7,7.21,,,5.67419,2.387,72.27413431954,61.507387646590004,"M3",D,"LP*"
"* f Eri",,4.22,4.26,4.27,,,,,57.14948850603648,-37.620150403529834,,,"**"
"V* HK Dra",,,8.128,6.658,,,5.52594,2.808,278.62858375614996,51.78226100597,"M4III-IIIb",C,"LP*"
"HD 193579",,,7.336,5.808,,,5.22459,3.36,305.08919471255,17.792926166720004,"K5III",D,"*"
"HD  36848",,,6.687,5.456,,,5.09719,3.566,83.21422089331,-38.51336962498,"K2/3III",D,"*"
"* ups Oph",,,4.8,4.63,,,4.5391,4.27,246.95077999375,-8.371729018055557,"kA2hA5VmA5",C,"SB*"
"HD  49980",,,7.188,5.771,,,5.265,3.355,102.59070168661,-17.08455232328,"K3III",C,"*"
"* d Boo",,5.44,5.37,4.83,4.39,4.1,4.66203,3.87,212.59972288860996,25.09167695027,"F8V",C,"SB*"
"DO  1612",,,,,,,8.21533,4.02,97.60260629445,8.06078693457,"M7",D,"*"
"IRAS 13205-7945",,,,,,,8.72209,3.872,201.33969955915,-80.01126587354,,,"IR"
"*  94 Aqr",,,5.95,5.18,,,4.94781,3.818,349.77799665901,-13.458840554000002,"G8.5IV",C,"SB*"
"HD  92682",,,7.755,6.064,,,5.36794,3.052,159.81622973638,-74.49338614748,"K3II",C,"*"
"* ome02 Cyg",,8.91,6.99,5.44,,,4.65763,2.26,307.82840228183,49.22029549804,"M2III",D,"*"
"*  61 Cyg A",,7.5,6.39,5.21,4.19,3.54,4.76671,3.12,316.7247482895925,38.74941731943694,"K5V",B,"BY*"
"HD  85655",,,7.133,5.778,,,5.30512,3.379,147.80031422088,-59.42577680110999,"K2IIICNIV/Vp",D,"PM*"
"* ome Pav",,7.95,6.51,5.14,,,4.65727,2.83,284.65186493933,-60.20054790136,"K2IIICNIV",C,"PM*"
"HD  85656",,,6.859,5.56,,,5.15741,3.55,147.73159317525,-62.745117066549994,"K1IIICNII",C,"*"
"* ksi01 CMa",,3.1,4.09,4.33,4.45,4.72,4.2977,4.9,97.96402649083335,-23.418421691666666,"B0.7IV",C,"bC*"
"HD 123377",,,7.783,6.04,,,5.33259,3.161,212.6287535884,-70.30546109442,"K4II",C,"*"
"* C03 Cen",,,6.674,5.456,,,5.11294,3.598,174.39165521197,-47.74729808688,"K2III",C,"PM*"
"V* V370 Cen",,,,,,,10.0597,3.469,184.45994035856998,-46.448691744390004,,,"Mi*"
"HD 151011",,,8.52,6.64,,,5.60538,2.628,251.37574615339997,-19.13693074579,"K5II",C,"S*"
"V* V965 Her",,,8.673,7.22,,,5.75838,2.275,265.75545024945,29.65290833517,"M1II",D,"LP*"
"HD 134468",,,8.126,6.269,,,5.43937,2.91,228.25425400961,-61.743776881239995,"K4Ib",C,"*"
"HD  26836",,,6.6,5.43,,,5.09826,3.584,66.76223020616,80.82415999827,"G6III:",D,"*"
"V* ZZ Cam",,,9.06,7.09,,,5.67,2.359,64.43309646419,62.34662731113,"M0",D,"LP*"
"*  56 UMa",,6.86,6.04,5.03,4.3,3.81,4.72593,3.36,170.70657494997,43.48269846413,"G8IIIa",B,"SB*"
"* kap Del",,,5.77,,4.6,,4.89679,4.113,309.78244478240197,10.086192130957777,"G2IV",B,"PM*"
"* gam PsA",,4.28,4.46,4.51,,,4.4806,4.45,343.13137565518,-32.87546048931001,"A0VpSrCrEu",C,"*"
"* i Vir",,8.52,6.77,5.25,,,4.66968,2.51,201.67986058634997,-12.707662904459996,"K5III",C,"PM*"
"*  55 Vir",,,6.2,5.33,,,5.07674,3.742,198.5453964623,-19.93094566955,"G7IV",C,"PM*"
"V* V345 Peg",,9.44,8.28,6.8,,,4.73543,1.347,347.53696897003,33.7678175023,"M3",D,"LP*"
"*  34 Lyn",,,6.344,5.359,,,5.07713,3.716,130.25445795281,45.83400586866999,"G8IV",C,"PM*"
"HD  31539",,,6.801,5.49,,,5.11215,3.56,74.34310357125,17.15366618407,"K1III",D,"*"
"V* DM Cep",,,9.04,7.14,,,5.6165,2.355,332.0685338328099,72.76851330824,"M3",D,"LP*"
"HD  38871",,,6.342,5.302,,,5.04614,3.687,86.61405182951,-46.59718291723,"K0/1II",D,"RG*"
"HD 222820",,,7.116,5.711,,,5.24855,3.454,356.05019307209994,-64.40445209814,"K2II/III",D,"*"
"HD  47886",,,7.89,6.21,,,5.33773,3.016,100.32174702736002,11.00320089284,"M1III",D,"V*"
"* tau Peg","Salm",,4.745,4.58,,,4.53337,4.331,350.15935928822,23.740355064460005,"A5Vp_lB",B,"dS*"
"HD 113919",,,8.02,6.34,,,5.43738,2.925,197.11594505368998,-67.79676337801,"M1III",C,"V*"
"*  37 Cam",,,6.45,5.355,,,5.03193,3.744,92.49588965452,58.9356929115,"G8III",C,"*"
"HD 215953",,,8.39,6.84,,,5.741,2.481,342.03350365457,49.58270573266,"M3III",C,"V*"
"V* V2392 Oph",,9.16,7.6,6.01,,,4.83671,1.78,274.02321802506,2.37751721732,"M4III",C,"LP*"
"V* OQ Ser",,,9.11,7.58,,,5.71824,2.126,228.74035544975,-2.41476041235,"M5III",C,"LP*"
"HD 173949",,,,,,,5.8307,4.394,281.07610916208125,61.048143964679454,"G7IV",D,"**"
"* b Her",,5.52,5.67,5.13,4.61,4.28,4.94773,3.459,271.75662775372,30.562106914579996,"F6V",C,"SB*"
"HD  27349",,,7.863,6.167,,,5.42432,3.001,65.04144738017,31.953175699259997,"K5III",E,"*"
"IRAS 12536-6819",,,,,,,8.79582,3.91,194.21784192862,-68.59875099577,"M9",D,"*"
"*  58 Oph",,,5.313,4.861,,,4.73051,4.081,265.857473075892,-21.68319414243306,"F5V",C,"PM*"
"* eps01 Lyr",,,4.82,4.66,,,,4.2,281.0847745484784,39.67012591180029,"A3V+F0V",C,"**"
"HD 162587",,,6.69,5.6,,,,3.763,268.34779719776316,-34.89512143263886,"K3III",C,"**"
"HD  45724",,,7.74,6.2,,,5.3982,3.058,97.31171481719,2.64619527472,"M1III",C,"*"
"HD  26038",,,7.5,5.94,,,5.32803,3.191,61.997570467690004,17.33989787006,"K5III",D,"*"
"HD  79846",,,6.234,5.254,,,5.00862,3.789,138.57496040729,-55.56962984123,"G8II/III",D,"V*"
"V* IO Hya",,,8.56,7.11,,,5.61061,2.459,151.88404647071,-22.489616714299995,"M4III",C,"LP*"
"* tet Vir",,,4.385,4.397,,,4.40481,4.531,197.4874539107,-5.53900406522,"A1IVs",C,"**"
"*  29 Crt",,,7.395,5.893,,,5.36175,3.255,178.91721192764,-28.47710390757,"K4III",C,"*"
"HD   1187",,,6.992,5.642,,,5.22608,3.53,4.036944674,-31.446390935460002,"K2III",C,"PM*"
"HD 130157",,,7.677,6.034,,,5.3481,3.175,221.80687356708333,-21.324869472222222,"K4/5III",D,"*"
"*  28 LMi",,,6.706,5.503,,,5.16693,3.569,156.03584961269,33.71852969281,"K1III",D,"*"
"* alf Men",,,5.798,5.069,,,4.90014,3.951,92.56030242653,-74.75304398106,"G7V",C,"PM*"
"* y Her",,,6.503,5.353,,,5.00465,3.777,264.15689041749,48.5856325818,"K1III",D,"PM*"
"HD  91312",,,4.921,4.715,,,4.66082,4.122,158.30787467726,40.42554634199,"A7IV",C,"SB*"
"*  37 Leo",,8.97,7.02,5.41,,,4.66207,2.32,154.16973994383,13.72833441766,"M1III",D,"*"
"*  47 UMa","Chalawan",,5.66,,4.7,,4.86659,3.96,164.86655313083833,40.430255714645554,"G1-VFe-0.5",B,"PM*"
"*  64 Eri",,,5.036,4.77,,,4.70063,4.035,74.98223662798,-12.53741678567,"F0V",C,"dS*"
"* kap Nor",,6.79,5.98,4.94,,,4.67053,3.328,243.36970863593996,-54.630467514290004,"G8III",C,"*"
"HD 193373",,,7.84,6.21,,,5.43967,2.94,304.87206649751,13.21676585017,"M1III",D,"*"
"HD  49517",,,7.326,5.761,,,5.2709,3.376,101.47382350888002,-52.40969088559,"K3III",C,"*"
"* bet01 Tuc",,,4.249,4.289,,,4.32993,4.664,7.886116900947914,-62.95821745653945,"B9.5Va",B,"**"
"HD  71377",,,6.69,5.52,,,5.16904,3.531,126.67480302689,-12.53460415238,"K1/2III",D,"PM*"
"HD  46612",,,8.33,6.85,,,5.55327,2.636,98.64843281921002,4.9679291471099996,"M3III",C,"LP*"
"V* SV Cas",,,9.79,8.54,,,5.74439,1.641,354.75593724375,52.26246160137,"M5",D,"Mi*"
"* tau Tau",,,4.138,4.258,,,4.32163,4.795,70.56124685498,22.95690281483,"B3V",C,"SB*"
"NGC  6522",,,,,,,,,270.892,-30.03397222222223,,,"GlC"
"HD 126862",,,,,6.87,,,4.11,217.8185057056532,-67.71719636039286,"K1III",C,"**"
"* bet Phe A",,,4.9,4.0,,,,,16.521230312500002,-46.71849868611111,,,"*"
"*   2 Psc",,,6.421,5.426,,,5.18039,3.632,344.8643905964,0.96292450723,"K0III",C,"PM*"
"*  84 Vir",,,6.599,5.423,4.7,,5.10714,3.505,205.76546557031543,3.537900047701111,"K2IIIb:CN0.5",C,"PM*"
"V* FQ Lup",,,10.0,8.58,,,5.80346,1.533,235.89004767324002,-37.169489795409994,"M5/6(II)",E,"LP?"
"V* FQ Lup",,,10.0,8.58,,,5.80346,1.533,235.89004767324002,-37.169489795409994,"M5/6(II)",E,"LP?"
"V* V341 Tel",,,8.98,7.78,,,5.63975,2.11,295.80682792606,-56.26026664406999,"M5/6III",D,"LP*"
"* mu. Aqr",,,5.04,4.72,,,4.62313,4.287,313.16346986250005,-8.983319425277777,"A3II",C,"SB*"
"*  40 Cas",,,6.256,5.281,,,5.0269,3.718,24.62882459768,73.04003821568,"G7III-IIIb",B,"V*"
"* mu. Dra","Alrakis",,5.4,4.92,,,,4.23,256.33385013734693,54.47002762156135,"F6V+F6V",C,"**"
"HD  84117",,,5.47,4.94,,,4.77215,4.08,145.5600675122075,-23.915567234340557,"F9V",C,"PM*"
"* psi02 Aqr",,3.72,4.26,4.4,4.47,4.6,4.40279,4.704,349.4758905025,-9.182518756666665,"B5V",C,"Be*"
"*  16 Pup",,3.65,4.239,4.393,,,4.3276,4.988,122.25682253833332,-19.245014460833335,"B5V",E,"*"
"*  18 Sgr",,,6.696,5.574,,,5.16468,3.613,276.25594695995,-30.756560207819998,"K0III",C,"PM*"
"V* EO Peg",,,9.44,8.35,,,5.7447,1.797,349.1995554825,10.599053362222223,"M8",D,"LP*"
"* eta Ret",,,6.2,5.24,,,4.97888,3.873,65.47219057514,-63.38639076357,"G8III",C,"PM*"
"* D Cen",,8.33,6.74,5.31,,,,2.655,183.51123939582672,-45.72391614604974,"K3III",C,"**"
"* h Dra",,,5.36,4.88,4.6,,4.75082,4.02,254.00703853458333,65.13479531638889,"F8V",C,"SB*"
"V* V747 Cas",,,8.72,7.13,,,5.63975,2.496,7.237488795400001,48.41370767628,"M5",D,"**"
"* tet Ind A",,,4.641,4.483,5.82,,4.44959,3.43,319.96662273615,-53.44942607516,"A5IV-V",C,"**"
"HD  33564",,,,,4.8,,4.95608,4.416,80.63971083504,79.23115073442,"F7V",C,"PM*"
"V* CT Del",,,8.83,7.34,,,5.63219,2.357,307.35981288547,9.897834387860001,"M7",D,"LP*"
"*  52 Psc",,,6.443,5.37,,,5.08392,3.741,8.147853367780002,20.294317696300002,"K0III",D,"PM*"
"V* GO Vel",,,8.575,6.979,,,5.70209,2.53,129.41536464332,-40.43557710668,"M4III",C,"LP*"
"*  50 Sgr",,,6.806,5.569,,,5.19084,3.521,291.57982176027997,-21.776692428280004,"K1/2III",D,"*"
"* iot Ser",,,4.563,4.505,,,4.4591,,235.3877278775,19.67039944027778,"A1V",C,"**"
"* omi Cas",,3.91,4.44,4.5,4.45,4.5,4.3566,4.62,11.181327770833333,48.28436488138889,"B5IIIe",C,"Be*"
"V* V346 Peg",,,8.32,6.73,,,5.60898,2.714,348.27091348916,8.96345163657,"M4",D,"LP*"
"* l Eri A",,,5.03,3.89,,,,,69.54510425416667,-14.303983152777779,,,"PM*"
"*  48 Cas",,4.76,4.7,4.54,4.36,4.28,5.0299,4.23,30.489376440864476,70.90702506937234,"A3Va",C,"SB*"
"HD   4301",,,7.82,6.16,,,5.42676,3.115,11.350521197020003,-4.629159691390001,"K5III",C,"PM*"
"HD  82350",,,6.55,5.47,,,5.16051,3.638,141.77629204506,-71.60189424922,"K0/1III",D,"PM*"
"HD  43635",,,9.25,7.93,,,5.68003,2.033,94.0075129275,-27.50962565189999,"M7III",C,"V*"
"V* AC Cyg",,,9.69,8.46,,,5.76783,1.746,303.20753105815,49.45087151792,"M8",D,"LP*"
"* nu. Ori",,3.6,4.24,4.397,,,4.3212,5.004,91.89302448291666,14.768473915555555,"B3IV",C,"SB*"
"HD  59686",,,6.574,5.442,,,5.13737,3.63,112.95168546233002,17.08604575659,"K2III",D,"PM*"
"HD 194013",,,6.279,5.301,,,5.04222,3.764,305.79455580692,5.34298166294,"G8III-IV",C,"*"
"IRAS 14354-4839",,,,,,,8.94988,3.89,219.69470294441996,-48.88058404003001,,,"IR"
"* mu. PsA",,4.6,4.55,4.5,4.43,4.38,4.46588,4.38,332.09588059226,-32.98846990784,"A1.5IVn",C,"PM*"
"*   3 Cnc",,,6.904,5.588,,,5.21053,3.468,120.19711479666998,17.308700552619996,"K3III",D,"*"
"HD 148488",,,6.737,5.489,,,5.18557,3.574,248.58060907774,-70.98810222137,"K0.5IIbCN1",B,"*"
"HD  91270",,,8.016,6.401,,,5.48021,2.969,157.6635194318,-61.35647661861999,"M2III",C,"*"
"HD 219279",,,7.64,6.12,,,5.55413,3.087,348.66738606374,-10.688719687639999,"K4III",C,"*"
"* lam Vir","Khambalia",4.75,4.66,4.52,,4.43,4.4344,4.395,214.77746812458332,-13.371096084722222,"A1V",C,"SB*"
"HD 131432",,,7.275,5.834,,,5.37842,3.312,223.65797575556,-33.30057029698,"K2III",C,"*"
"* iot Lep",,3.95,4.35,4.45,,,4.40395,4.68,78.07459126708333,-11.869218410833334,"B7.5Vn",C,"**"
"* phi01 Pav",,,5.036,4.745,,,4.66894,4.28,308.89520861537994,-60.58174912319,"F0V",C,"PM*"
"*   9 Cep",,4.49,5.03,4.73,4.42,4.24,4.65358,4.28,324.48010058101,62.08194177133,"B2Ib",C,"Pu*"
"HD   3059",,,6.806,5.541,,,5.15581,3.59,8.42100578026,-29.558277501109995,"K1III",C,"*"
"V* WW Pic",,,8.268,6.609,,,5.67614,2.774,80.15393254219,-43.53395482083,"M3/4III",D,"Mi*"
"HD   8651",,,6.443,5.417,,,5.12931,3.653,21.169943891490004,-41.492545635540004,"K0III",C,"*"
"*  70 Vir",,5.93,5.68,4.97,4.37,3.98,4.77897,3.8,202.10753579536706,13.778788419113054,"G4Va",B,"PM*"
"V* HT Lac",,9.5,7.74,6.13,4.47,2.91,4.97942,2.11,331.31874630018996,46.74483539003,"M4III",D,"LP*"
"V* RS Del",,,9.57,8.37,,,5.71255,1.845,307.29039312765997,16.27363637324,"M7",D,"LP*"
"*  28 Aqr",,,6.887,5.597,,,5.20889,3.572,330.27089693754,0.6047180014000001,"K2III",C,"*"
"* eps Tuc",,4.12,4.38,4.47,4.45,4.49,4.4222,4.63,359.9790733966667,-65.577133435,"B8V",C,"Be*"
"HD  99196",,,7.17,5.788,,,5.32632,3.408,171.24551918739,11.430291488409997,"K4III",C,"PM*"
"IRAS 17110-3905",,,,,,,9.76365,3.867,258.6195432199,-39.14603127705,"O-rich",E,"AB*"
"HD  18474",,,6.348,5.485,,,5.20319,3.616,44.95745713875001,47.22071310586,"G5:III:CN-3CH-2Hdel-1",C,"*"
"V* DX Boo",,,8.233,6.698,,,5.59289,2.754,217.1917893693,25.85388383735,"MIII",D,"LP*"
"HD  64572",,,6.577,5.418,,,5.13442,3.678,118.26461098387001,-36.36376820744,"K1IIICNII",C,"*"
"HD  33116",,,7.792,6.261,,,5.48629,3.091,76.25252389632,-54.40740096722,"M2III",C,"V*"
"HD  15652",,,7.722,6.148,,,5.44169,3.146,37.63664013279,-22.54531835957,"M0III",C,"*"
"HD  58535",,,6.358,5.28,,,5.0238,3.842,111.1827256523421,-31.80890474440223,"K1+III",B,"*"
"V* V968 Her",,,8.15,6.53,,,5.54712,2.857,266.98627796442,36.55514376576999,"M0",D,"LP*"
"IRAS 18004-2355",,,,,,,,5.491,270.87749583333334,-23.92736111111111,,,"*"
"*  26 UMa",,,4.501,4.463,,,4.4182,4.628,143.70596912916665,52.05147680277778,"A0Vn",C,"PM*"
"HD 168838",,,6.528,5.518,,,5.25929,3.549,275.87011112107,-36.23798837481999,"K0III",C,"HB*"
"V* V528 Car",,,8.55,6.57,,,5.49323,2.696,165.77564233419,-60.91072966987,"M2Ib:",D,"LP*"
"* pi.02 Dor",,,6.35,5.38,,,5.11327,3.698,96.36929452899001,-69.69030000159,"G8III",C,"PM*"
"* rho Tau",,4.98,4.9,4.65,4.41,4.29,4.60156,4.24,68.46215763444,14.844428238220004,"A8V",C,"dS*"
"*   2 Cet",,4.4,4.483,4.536,,4.58,4.4777,4.151,0.9349493416666668,-17.335992205,"B9IVn",E,"*"
"HD  47182",,,7.502,5.939,,,5.33853,3.332,99.1941585581,-13.321021254489999,"K4/5III",D,"*"
"*  63 Vir",,,6.349,5.354,,,5.09299,3.746,200.75464445162999,-17.73527455723,"K0III",C,"PM*"
"HD  77353",,,6.801,5.627,,,5.30407,3.538,135.49161403096,-0.48267433147999994,"K0III",C,"PM*"
"HD 163532",,,6.603,5.439,,,5.09075,3.739,269.19893376232,-4.081821608520001,"K2IIICNIb/II",C,"*"
"IRAS 17067-4042",,,,,,,8.96904,4.193,257.55703162441995,-40.77071062673001,,,"*"
"* pi. For",,,6.23,5.35,,,5.09506,3.724,30.31134527755,-30.001830353680003,"G8III",C,"PM*"
"HD  15920",,,6.063,5.166,,,4.92641,3.929,39.50847155369,72.81825294254,"G8III",C,"*"
"* sig Her",,,4.177,4.196,6.02,,4.13268,4.42,248.52576011027003,42.43700948629999,"B9V",C,"**"
"*  23 Psc",,,7.713,6.113,,,5.36261,3.245,358.09746006494,21.671100721749998,"M2III",D,"PM*"
"* sig And",,4.64,4.57,4.52,4.44,4.44,4.5095,4.41,4.581906062083333,36.78522518166666,"A2V",C,"**"
"V* V3877 Sgr",,,8.72,7.11,,,5.70965,2.461,279.10697550875,-35.447095683099995,"M4III",C,"LP*"
"* lam Tuc",,,6.537,5.454,,,5.13641,3.699,13.75129619949,-69.52708463953,"K2III",C,"RG*"
"V* V1482 Aql",,,8.66,,,,5.92893,3.318,305.83006609254994,-0.45230826863999996,"M2III",C,"LP*"
"HD 180377",,,8.158,6.457,,,5.53303,2.922,288.88900944077,18.51634773766,"M2III",D,"*"
"* sig Lup",,3.39,4.24,4.423,,,4.3377,4.911,218.1544027875,-50.45715961361111,"B1/B2V",C,"El*"
"V* R Sct",,8.3,6.67,5.2,4.14,3.37,5.05774,2.9,281.87062457251,-5.7051507255,"K4/5pec",E,"cC*"
"V* V1981 Cyg",,9.73,7.9,6.23,4.46,2.9,4.95085,2.04,315.60083232944,44.79097927563999,"M4.5III",B,"LP*"
"HD 221776",,,7.766,6.173,,,5.53442,3.015,353.69475853491,38.02400134383,"K5III",D,"*"
"V* GK Com",,,8.52,6.95,,,5.59293,2.682,180.01956946051996,19.419371275450004,"K7",D,"LP*"
"* mu. Scl",,,6.268,5.303,,,5.04206,3.855,355.15895331927,-32.07312418005999,"K0III",C,"PM*"
"HD 169689",,,6.545,5.665,,,5.33913,3.521,276.41166282634,8.03200715099,"G9II+B9V",C,"EB*"
"IRC +10440",,,,,,,8.77446,3.919,297.0121997717499,14.84354058035,"M6",D,"LP*"
"HD   5384",,,7.381,5.85,,,5.27967,3.326,13.92666733333,-7.347148720240001,"K5III",C,"*"
"*  64 Ari",,,6.711,5.503,,,5.146,3.602,51.07699080221,24.72409580905,"K4III",D,"PM*"
"HD 130529",,,6.972,5.692,,,5.25247,3.516,222.32810034521998,-24.251469126499998,"K3III+G",C,"*"
"* mu. CrA",,,5.984,5.217,,,4.98705,3.927,281.93590722747,-40.40616594942,"G5/6III",D,"*"
"HD  23712",,,8.21,6.49,,,5.60498,2.833,57.02724954901,24.98841598152,"K5",E,"V*"
"* ome02 Aqr",,,4.448,4.484,,,4.47371,4.269,355.6806054328888,-14.544905529166666,"B9V",C,"Er*"
"*  17 Cyg",,,5.46,,4.7,,4.87397,4.05,296.6066668696129,33.72759820378805,"F5.5IV-V",C,"PM*"
"V* AF CrA",,,,,,,9.34734,3.822,270.37416868083,-37.19479182313,"M5",E,"Mi*"
"V* V2093 Cyg",,9.61,7.76,6.06,,,4.9091,1.79,297.69530237698,37.82632514124,"M3III",D,"LP*"
"*   8 LMi",,8.71,6.9,5.37,,,4.71858,2.49,142.88504352785,35.10327204243,"M1III",D,"PM*"
"V* CR Cet",,,8.446,6.906,,,5.66789,2.654,15.168353237610003,-1.6586205060800003,"M3/4III",D,"LP*"
"IRAS 08374-5909",,,,,,,8.73368,3.926,129.63936524576,-59.34048040007,,,"LP?"
"IRAS 08374-5909",,,,,,,8.73368,3.926,129.63936524576,-59.34048040007,,,"LP?"
"* rho Her A",,,4.476,4.51,,,4.47329,,260.92056070212993,37.14592402665001,"B9.5III",C,"**"
"* iot Oct",,,,,6.62,,5.5603,3.882,193.7450395577171,-85.12336225671578,"K0III",C,"**"
"*  20 Pup",,6.84,6.06,4.99,,,4.70648,3.31,123.33319648832,-15.78822467489,"G4Ib-II",C,"*"
"HD 171245",,,7.3,5.84,,,5.34186,3.32,278.19231163461995,23.616797141189995,"K5III",D,"*"
"V* SY Vel",,,9.4,8.12,,,5.64668,1.975,138.10719195725,-43.77741840635,"M5/6III",D,"LP*"
"* eps Equ",,,,,5.6,,,4.21,314.76864744227726,4.293478095756319,"F5(V)+F6(V)",D,"**"
"*  71 Tau",,,4.758,4.48,5.96,4.15,4.40617,4.17,66.58654508539,15.61830113545,"F0V",C,"dS*"
"* k Per",,8.401,5.794,4.766,,,4.48139,3.014,46.38504794668,56.70571881232,"G9+IIIb",B,"PM*"
"*   6 Sgr",,,8.032,6.261,,,5.49367,3.055,270.34634403382,-17.15686773325,"K2III",C,"*"
"V* Y Scl",,,9.86,8.7,,,5.55296,1.7,347.2731725165,-30.13392954181,"M6III",C,"LP*"
"HD  57146",,,6.258,5.288,,,5.02411,3.846,109.71364057652,-26.58585586451,"G2Ib",C,"*"
"*  49 And",,,6.261,5.261,,,5.01126,3.87,22.52542295978,47.00727253443999,"G9III",C,"*"
"HD 177846",,,7.622,6.027,,,5.45455,3.146,286.87850917838995,-28.63680067575,"K3III",C,"*"
"Cl Collinder  228",,,4.58,4.4,,,,,161.0,-60.086666666666666,,,"OpC"
"* eps Mon",,4.65,4.51,4.31,4.12,4.02,,,95.9425,4.595555555555555,"A7IV+F4V",C,"**"
"*  11 Ser",,,6.596,5.496,,,5.20624,3.667,233.24140646056,-1.1864015763599998,"K0III",C,"*"
"HD  16028",,,7.116,5.71,,,5.25471,3.455,38.91142118439,37.31225909135001,"K4III",D,"*"
"V* GY UMa",,,8.48,6.99,,,5.76101,2.597,161.90297809898,65.61663955268,"M4III",C,"LP*"
"*  85 Leo",,,7.12,5.734,,,5.29888,3.358,172.42434900698,15.41326571258,"K4III",D,"PM*"
"HD  27971",,,6.27,5.284,,,5.0309,3.79,66.52629624918,31.43890819347,"K0III",E,"PM*"
"HD 115418",,,8.85,7.2,,,5.68936,2.459,199.57386818094997,-61.32818196884999,"M4III",C,"*"
"* iot Tau",,,4.797,4.615,,,4.583,4.333,75.77394385053,21.589961196090005,"A7V",C,"**"
"HD 192827",,,7.931,6.28,,,5.45962,3.078,304.7332464866,-47.71077893155001,"M1III",C,"V*"
"HD 223138",,,8.71,7.24,,,5.72517,2.476,356.71839352975,28.41968428346,"M0",D,"*"
"HD 218792",,,7.012,5.661,,,5.24623,3.493,347.67765448654,17.594373064610004,"K4III",D,"*"
"*  35 Dra",,,5.53,,4.7,,4.89529,4.069,267.36263486223993,76.9628792611,"F6IV-Vs",C,"PM*"
"* gam01 Vel",,,3.995,4.173,,,4.19646,4.794,122.3721564041,-47.345281503420004,"B2III",C,"SB*"
"*   6 Lac",,3.68,4.4,4.511,,,4.4213,4.989,337.6219168554166,43.1233767875,"B2IV",C,"SB*"
"HD 170521",,,7.013,5.686,,,5.27769,3.508,277.98426591547,-43.50738094177,"K2III",C,"*"
"*   6 Eri",,,7.148,5.809,,,5.37134,3.415,44.52388741507,-23.60601042793,"K2III",C,"PM*"
"* b Per",,,4.639,4.594,,4.44,4.58204,4.425,64.56092274545583,50.295493065878055,"A1III",C,"SB*"
"HD  56160",,,6.823,5.582,,,5.21132,3.549,108.71317170891001,-27.03799518312,"K5III",C,"PM*"
"V* V378 Pav",,,8.44,6.76,,,5.60697,2.742,303.60749408093,-62.279201399529995,"S4,4",C,"S*"
"* iot Tuc",,,6.211,5.342,,,5.1259,3.798,16.82776800901,-61.775288419679995,"G5III",C,"Er*"
"HD 142804",,,8.316,6.542,,,5.52595,2.857,239.27169531598003,-16.03441391816,"M1.5III",C,"*"
"HD  65273",,,6.926,5.613,,,5.2127,3.581,118.72215555926,-57.30280784864999,"K3/4III",D,"PM*"
"V* EV Vir",,,8.43,6.88,,,5.66136,2.72,213.29073015472,-13.859931008450001,"M4-M4.5II-III",B,"LP*"
"HD 126241",,,7.333,5.828,,,5.34078,3.386,216.77952760988998,-65.8216469733,"K3III",C,"*"
"V* AB Pyx",,,8.665,6.783,,,5.58721,2.683,127.62415034512,-36.721330515839995,"M3-Iab-Ib",C,"s*r"
"V* AO Ari",,,8.65,6.93,,,5.64372,2.641,43.92198054823,31.0430976738,"M3II-III",C,"LP?"
"V* AO Ari",,,8.65,6.93,,,5.64372,2.641,43.92198054823,31.0430976738,"M3II-III",C,"LP?"
"V* BH CVn",,5.43,5.38,4.98,4.57,4.27,4.78124,3.93,203.69920319171,37.18241439635,"A6m",D,"RS*"
"HD 172450",,,9.14,7.92,,,5.81323,2.032,279.9879905916,9.9727533269,"M5e",D,"PM*"
"* del02 Cha",,3.56,4.258,4.433,,,4.372,4.861,161.44585364041666,-80.54018847166665,"B3V",C,"*"
"HD  68601",,5.0,4.93,4.75,4.51,4.29,4.6555,4.16,122.85788225583333,-42.98727743833334,"A5Ib",C,"*"
